shipment_id,customer_id,customer_name,industry,origin_city,origin_region,destination_city,destination_region,transport_mode,carrier,commodity_type,weight_lbs,num_pallets,ship_date,delivery_date,transit_days,status,on_time_delivery,base_freight_cost,fuel_surcharge,accessorial_charges,total_freight_cost,cost_per_lb,damage_claim,damage_amount
SHP-001426,C015,ColdChain Express,Food & Beverage,"Dallas, TX",US-South,"Phoenix, AZ",US-West,Truck (LTL),SkyBridge Air Cargo,General Merchandise,1503.5,1,2025-03-22,2025-03-31,9,Delivered,True,319.19,29.26,305.64,654.09,0.435,False,0
SHP-001427,C013,PharmaDist Inc,Pharmaceuticals,"Houston, TX",US-South,"San Francisco, CA",US-West,Truck (LTL),TransNational Freight,Machinery & Equipment,3384.7,2,2024-01-31,2024-02-06,6,Delivered,True,394.66,56.64,219.79,671.09,0.1983,False,0
SHP-001428,C007,TextileWorld Inc,Textiles,"Atlanta, GA",US-South,"Portland, OR",US-West,Rail,PrimeMove Carriers,Bulk Commodities,60110.7,51,2025-07-01,2025-07-09,8,In Transit,,2254.15,218.82,408.89,2881.86,0.0479,False,0
SHP-001429,C002,GlobalTech Solutions,Electronics,"Houston, TX",US-South,"Boston, MA",US-East,Rail,PrimeMove Carriers,Oversized Load,49920.3,52,2024-09-12,2024-09-23,11,Delivered,True,2655.76,451.34,0,3107.1,0.0622,False,0
SHP-001430,C002,GlobalTech Solutions,Electronics,"Chicago, IL",US-Midwest,"Vancouver, BC",Canada,Intermodal,IronRail Transport,Hazardous Materials,77893.7,50,2025-10-19,2025-11-02,14,Delayed,,4260.79,522.2,0,4782.99,0.0614,False,0
SHP-001431,C012,EnergyFlow Corp,Energy,"Seattle, WA",US-West,"Portland, OR",US-West,Rail,BlueWave Shipping,Hazardous Materials,140346.8,109,2024-11-16,2024-11-22,6,In Transit,,3761.29,617.49,0,4378.78,0.0312,False,0
SHP-001432,C006,PetroChem Industries,Chemicals,"Memphis, TN",US-South,"Phoenix, AZ",US-West,Air Freight,TransNational Freight,Raw Materials,321.0,1,2025-09-05,2025-09-06,1,Delivered,True,748.73,99.51,181.64,1029.88,3.2083,False,0
SHP-001433,C005,BuildRight Materials,Construction,"Memphis, TN",US-South,"Denver, CO",US-West,Rail,IronRail Transport,Bulk Commodities,45406.3,48,2024-04-24,,,Cancelled,,1702.74,226.28,366.12,2295.14,0.0505,False,0
SHP-001434,C012,EnergyFlow Corp,Energy,"Columbus, OH",US-Midwest,"Minneapolis, MN",US-Midwest,Truck (LTL),SkyBridge Air Cargo,Fragile Items,9022.9,9,2024-08-15,,,Cancelled,,1033.12,117.09,267.16,1417.37,0.1571,False,0
SHP-001435,C002,GlobalTech Solutions,Electronics,"Chicago, IL",US-Midwest,"Vancouver, BC",Canada,Truck (LTL),IronRail Transport,Finished Products,9806.0,11,2024-06-28,2024-07-08,10,In Transit,,1496.4,125.31,267.47,1889.18,0.1927,False,0
SHP-001436,C008,SteelForge Ltd,Metals,"Louisville, KY",US-East,"Minneapolis, MN",US-Midwest,Truck (LTL),SwiftHaul Logistics,Fragile Items,5593.0,3,2024-05-05,,,Cancelled,,622.5,92.4,0,714.9,0.1278,False,0
SHP-001437,C014,AutoParts Direct,Automotive,"Newark, NJ",US-East,"Phoenix, AZ",US-West,Ocean,IronRail Transport,Raw Materials,404830.7,394,2025-03-11,,,Cancelled,,10282.7,927.01,53.69,11263.4,0.0278,False,0
SHP-001438,C007,TextileWorld Inc,Textiles,"Memphis, TN",US-South,"Miami, FL",US-South,Ocean,Pacific Route Lines,Raw Materials,195661.0,110,2024-11-13,2024-12-13,30,Delayed,,2915.35,469.1,32.65,3417.1,0.0175,False,0
SHP-001439,C010,QuickRetail Group,Retail,"Columbus, OH",US-Midwest,"Boston, MA",US-East,Intermodal,Continental Express,Fragile Items,13686.1,15,2024-02-07,2024-02-12,5,Delivered,True,812.95,112.66,0,925.61,0.0676,False,0
SHP-001440,C006,PetroChem Industries,Chemicals,"Memphis, TN",US-South,"Denver, CO",US-West,Air Freight,SwiftHaul Logistics,Finished Products,4171.7,2,2024-03-28,2024-03-31,3,Delivered,True,7790.65,888.43,0,8679.08,2.0805,False,0
SHP-001441,C005,BuildRight Materials,Construction,"Atlanta, GA",US-South,"San Francisco, CA",US-West,Ocean,SkyBridge Air Cargo,High-Value Goods,370700.1,247,2025-11-17,2025-12-30,43,Delivered,True,9415.78,1239.78,469.58,11125.14,0.03,False,0
SHP-001442,C009,AgroFarm Supplies,Agriculture,"Seattle, WA",US-West,"Monterrey, MX",Mexico,Intermodal,PrimeMove Carriers,Machinery & Equipment,62796.4,61,2025-08-29,2025-09-02,4,Delivered,True,2279.51,300.51,0,2580.02,0.0411,False,0
SHP-001443,C012,EnergyFlow Corp,Energy,"Columbus, OH",US-Midwest,"Minneapolis, MN",US-Midwest,Ocean,Heartland Trucking,Machinery & Equipment,449625.1,238,2025-07-07,2025-08-07,31,Delayed,,15916.73,2608.1,149.62,18674.45,0.0415,False,0
SHP-001444,C002,GlobalTech Solutions,Electronics,"Memphis, TN",US-South,"New York, NY",US-East,Rail,Apex Freight Solutions,Finished Products,184862.7,141,2024-09-29,2024-10-07,8,Delivered,True,5638.31,636.41,0,6274.72,0.0339,False,0
SHP-001445,C003,FreshHarvest Foods,Food & Beverage,"Louisville, KY",US-East,"Detroit, MI",US-Midwest,Air Freight,TransNational Freight,Refrigerated Goods,3644.3,2,2025-07-03,2025-07-04,1,Delivered,True,6473.73,653.8,375.99,7503.52,2.059,False,0
SHP-001446,C010,QuickRetail Group,Retail,"Memphis, TN",US-South,"Portland, OR",US-West,Truck (FTL),SkyBridge Air Cargo,Bulk Commodities,5454.3,3,2025-08-09,2025-08-15,6,In Transit,,576.52,88.66,458.46,1123.64,0.206,False,0
SHP-001447,C008,SteelForge Ltd,Metals,"Memphis, TN",US-South,"Nashville, TN",US-South,Truck (FTL),PrimeMove Carriers,Bulk Commodities,27411.0,17,2025-01-17,2025-01-18,1,Delivered,True,2028.41,248.07,0,2276.48,0.083,False,0
SHP-001448,C012,EnergyFlow Corp,Energy,"Louisville, KY",US-East,"Portland, OR",US-West,Truck (FTL),Pacific Route Lines,General Merchandise,38445.4,25,2024-05-04,,,Cancelled,,2518.17,233.32,0,2751.49,0.0716,False,0
SHP-001449,C002,GlobalTech Solutions,Electronics,"Los Angeles, CA",US-West,"Denver, CO",US-West,Air Freight,BlueWave Shipping,Machinery & Equipment,1571.5,1,2025-03-12,2025-03-13,1,Delivered,True,2817.07,314.15,0,3131.22,1.9925,False,0
SHP-001450,C006,PetroChem Industries,Chemicals,"Louisville, KY",US-East,"Monterrey, MX",Mexico,Truck (FTL),Heartland Trucking,Refrigerated Goods,16336.3,12,2025-04-17,2025-04-19,2,Delivered,True,733.5,68.63,0,802.13,0.0491,False,0
SHP-001451,C015,ColdChain Express,Food & Beverage,"Louisville, KY",US-East,"Minneapolis, MN",US-Midwest,Truck (LTL),Continental Express,High-Value Goods,9158.6,8,2025-08-04,2025-08-09,5,Delivered,True,855.41,127.47,299.79,1282.67,0.1401,False,0
SHP-001452,C010,QuickRetail Group,Retail,"Los Angeles, CA",US-West,"Vancouver, BC",Canada,Truck (FTL),PrimeMove Carriers,Finished Products,44017.1,27,2024-10-25,2024-10-29,4,Delivered,True,5198.42,853.35,183.36,6235.13,0.1417,False,0
SHP-001453,C006,PetroChem Industries,Chemicals,"Dallas, TX",US-South,"Detroit, MI",US-Midwest,Truck (LTL),Apex Freight Solutions,Raw Materials,1940.8,1,2024-10-24,2024-10-29,5,In Transit,,269.58,45.21,0,314.79,0.1622,False,0
SHP-001454,C001,Acme Manufacturing,Automotive,"Houston, TX",US-South,"Portland, OR",US-West,Truck (LTL),Pacific Route Lines,Raw Materials,4623.7,5,2025-01-22,2025-01-30,8,Delivered,True,1042.18,140.14,382.85,1565.17,0.3385,False,0
SHP-001455,C005,BuildRight Materials,Construction,"Houston, TX",US-South,"Portland, OR",US-West,Truck (FTL),Continental Express,Fragile Items,7747.5,3,2024-04-17,2024-04-22,5,Delivered,True,746.86,90.53,0,837.39,0.1081,False,0
SHP-001456,C006,PetroChem Industries,Chemicals,"Newark, NJ",US-East,"Phoenix, AZ",US-West,Air Freight,SkyBridge Air Cargo,High-Value Goods,1364.7,1,2025-11-16,,,Cancelled,,3344.33,589.72,0,3934.05,2.8827,False,0
SHP-001457,C004,MedSupply Corp,Healthcare,"Los Angeles, CA",US-West,"Boston, MA",US-East,Truck (LTL),Pacific Route Lines,High-Value Goods,4280.0,2,2025-10-10,2025-10-16,6,Delivered,True,1021.64,133.74,0,1155.38,0.2699,False,0
SHP-001458,C009,AgroFarm Supplies,Agriculture,"Columbus, OH",US-Midwest,"Denver, CO",US-West,Air Freight,PrimeMove Carriers,Oversized Load,2898.0,1,2025-11-06,2025-11-09,3,Delivered,True,4782.57,404.08,130.06,5316.71,1.8346,False,0
SHP-001459,C001,Acme Manufacturing,Automotive,"Columbus, OH",US-Midwest,"San Francisco, CA",US-West,Truck (LTL),Heartland Trucking,Finished Products,8596.1,4,2024-12-25,,,Cancelled,,2058.77,269.52,435.58,2763.87,0.3215,False,0
SHP-001460,C014,AutoParts Direct,Automotive,"Seattle, WA",US-West,"Portland, OR",US-West,Ocean,Pacific Route Lines,Hazardous Materials,250570.4,143,2025-03-11,,,Cancelled,,5913.46,998.35,0,6911.81,0.0276,False,0
SHP-001461,C014,AutoParts Direct,Automotive,"Atlanta, GA",US-South,"Monterrey, MX",Mexico,Ocean,SwiftHaul Logistics,Oversized Load,474084.4,355,2024-07-29,2024-09-11,44,Delivered,True,13132.14,2048.62,253.63,15434.39,0.0326,False,0
SHP-001462,C009,AgroFarm Supplies,Agriculture,"Newark, NJ",US-East,"Vancouver, BC",Canada,Truck (LTL),IronRail Transport,High-Value Goods,7633.7,4,2024-01-09,2024-01-11,2,Delivered,True,1193.91,194.54,0,1388.45,0.1819,False,0
SHP-001463,C006,PetroChem Industries,Chemicals,"Newark, NJ",US-East,"Portland, OR",US-West,Ocean,Continental Express,General Merchandise,277026.0,174,2024-09-25,2024-10-13,18,Delivered,True,6066.87,696.89,484.94,7248.7,0.0262,False,0
SHP-001464,C014,AutoParts Direct,Automotive,"Newark, NJ",US-East,"Miami, FL",US-South,Air Freight,SwiftHaul Logistics,Bulk Commodities,2336.0,1,2024-02-27,2024-03-01,3,Delivered,True,1202.11,187.28,0,1389.39,0.5948,False,0
SHP-001465,C014,AutoParts Direct,Automotive,"Atlanta, GA",US-South,"Miami, FL",US-South,Air Freight,IronRail Transport,Hazardous Materials,1887.6,1,2025-05-09,2025-05-12,3,Delivered,True,3891.48,638.28,29.75,4559.51,2.4155,False,0
SHP-001466,C011,PackLogic Systems,Packaging,"Houston, TX",US-South,"San Francisco, CA",US-West,Rail,Heartland Trucking,Raw Materials,125728.7,120,2025-08-11,2025-08-22,11,Delivered,True,6211.0,791.7,491.48,7494.18,0.0596,False,0
SHP-001467,C002,GlobalTech Solutions,Electronics,"Memphis, TN",US-South,"Boston, MA",US-East,Truck (LTL),BlueWave Shipping,Fragile Items,2723.6,2,2025-03-05,2025-03-08,3,Delivered,True,629.97,91.07,0,721.04,0.2647,False,0
SHP-001468,C001,Acme Manufacturing,Automotive,"Los Angeles, CA",US-West,"Denver, CO",US-West,Rail,Continental Express,Finished Products,37859.0,28,2025-07-13,2025-07-24,11,Delivered,True,1336.42,113.63,0,1450.05,0.0383,False,0
SHP-001469,C001,Acme Manufacturing,Automotive,"Houston, TX",US-South,"Monterrey, MX",Mexico,Truck (FTL),SwiftHaul Logistics,Machinery & Equipment,36177.3,34,2025-08-07,2025-08-10,3,Delivered,True,2130.84,360.81,67.77,2559.42,0.0707,False,0
SHP-001470,C010,QuickRetail Group,Retail,"Los Angeles, CA",US-West,"New York, NY",US-East,Rail,Pacific Route Lines,Raw Materials,76337.9,91,2025-07-30,2025-08-04,5,In Transit,,1709.97,221.43,0,1931.4,0.0253,False,0
SHP-001471,C010,QuickRetail Group,Retail,"Memphis, TN",US-South,"Miami, FL",US-South,Truck (LTL),SwiftHaul Logistics,Raw Materials,1686.5,1,2024-02-12,2024-02-22,10,Delivered,True,166.29,22.29,0,188.58,0.1118,False,0
SHP-001472,C007,TextileWorld Inc,Textiles,"Memphis, TN",US-South,"San Francisco, CA",US-West,Truck (LTL),TransNational Freight,General Merchandise,8253.9,8,2024-04-24,,,Cancelled,,1104.37,190.18,371.74,1666.29,0.2019,False,0
SHP-001473,C013,PharmaDist Inc,Pharmaceuticals,"Chicago, IL",US-Midwest,"Minneapolis, MN",US-Midwest,Truck (FTL),Pacific Route Lines,Fragile Items,14795.1,8,2024-10-27,2024-11-03,7,Delivered,True,655.42,116.56,379.79,1151.77,0.0778,False,0
SHP-001474,C003,FreshHarvest Foods,Food & Beverage,"Seattle, WA",US-West,"San Francisco, CA",US-West,Truck (FTL),Continental Express,General Merchandise,18692.8,22,2025-11-11,2025-11-17,6,Delivered,True,1069.23,148.38,70.96,1288.57,0.0689,False,0
SHP-001475,C012,EnergyFlow Corp,Energy,"Memphis, TN",US-South,"Monterrey, MX",Mexico,Intermodal,BlueWave Shipping,High-Value Goods,11582.3,8,2024-08-18,2024-08-24,6,In Transit,,737.79,90.06,157.9,985.75,0.0851,False,0
SHP-001476,C008,SteelForge Ltd,Metals,"Columbus, OH",US-Midwest,"Boston, MA",US-East,Ocean,Heartland Trucking,General Merchandise,75628.9,60,2025-07-07,2025-08-13,37,Delayed,,2904.15,472.55,0,3376.7,0.0446,False,0
SHP-001477,C002,GlobalTech Solutions,Electronics,"Columbus, OH",US-Midwest,"Toronto, ON",Canada,Truck (FTL),PrimeMove Carriers,Finished Products,41887.5,24,2025-12-20,2025-12-23,3,In Transit,,1981.28,318.08,202.3,2501.66,0.0597,False,0
SHP-001478,C015,ColdChain Express,Food & Beverage,"Dallas, TX",US-South,"Boston, MA",US-East,Intermodal,Heartland Trucking,High-Value Goods,71516.6,35,2025-04-19,,,Cancelled,,5649.81,833.04,0,6482.85,0.0906,False,0
SHP-001479,C009,AgroFarm Supplies,Agriculture,"Louisville, KY",US-East,"Boston, MA",US-East,Rail,Pacific Route Lines,Fragile Items,112010.9,75,2025-08-01,2025-08-07,6,Delivered,True,3270.72,530.14,44.29,3845.15,0.0343,False,0
SHP-001480,C010,QuickRetail Group,Retail,"Columbus, OH",US-Midwest,"San Francisco, CA",US-West,Truck (FTL),Continental Express,Fragile Items,7014.1,4,2024-07-25,2024-07-29,4,Delivered,True,601.11,91.74,411.94,1104.79,0.1575,False,0
SHP-001481,C003,FreshHarvest Foods,Food & Beverage,"Newark, NJ",US-East,"Monterrey, MX",Mexico,Rail,IronRail Transport,Fragile Items,68422.8,45,2024-04-30,2024-05-08,8,In Transit,,2565.86,320.49,252.08,3138.43,0.0459,False,0
SHP-001482,C006,PetroChem Industries,Chemicals,"Atlanta, GA",US-South,"Detroit, MI",US-Midwest,Truck (LTL),BlueWave Shipping,General Merchandise,752.6,1,2024-05-31,2024-06-02,2,Delivered,True,81.51,12.58,469.4,563.49,0.7487,False,0
SHP-001483,C015,ColdChain Express,Food & Beverage,"Newark, NJ",US-East,"Monterrey, MX",Mexico,Truck (LTL),SwiftHaul Logistics,General Merchandise,279.9,1,2025-02-16,2025-02-25,9,Delivered,True,47.08,4.94,0,52.02,0.1859,False,0
SHP-001484,C001,Acme Manufacturing,Automotive,"Los Angeles, CA",US-West,"Portland, OR",US-West,Air Freight,Apex Freight Solutions,Machinery & Equipment,650.5,1,2024-04-04,2024-04-06,2,Delivered,True,480.2,76.75,0,556.95,0.8562,False,0
SHP-001485,C003,FreshHarvest Foods,Food & Beverage,"Newark, NJ",US-East,"San Francisco, CA",US-West,Ocean,Pacific Route Lines,Oversized Load,373660.6,295,2025-09-24,2025-10-10,16,Delivered,True,10275.67,1368.65,363.38,12007.7,0.0321,False,0
SHP-001486,C012,EnergyFlow Corp,Energy,"Seattle, WA",US-West,"Boston, MA",US-East,Air Freight,TransNational Freight,Finished Products,2426.1,1,2025-09-03,2025-09-06,3,Delivered,True,2464.92,257.57,0,2722.49,1.1222,False,0
SHP-001487,C004,MedSupply Corp,Healthcare,"Dallas, TX",US-South,"Miami, FL",US-South,Truck (FTL),IronRail Transport,Raw Materials,42182.8,26,2025-09-10,2025-09-15,5,Delivered,True,3454.77,305.8,0,3760.57,0.0891,False,0
SHP-001488,C006,PetroChem Industries,Chemicals,"Louisville, KY",US-East,"San Francisco, CA",US-West,Air Freight,SkyBridge Air Cargo,Hazardous Materials,986.1,1,2025-01-06,2025-01-07,1,Delivered,True,1005.33,165.66,0,1170.99,1.1875,False,0
SHP-001489,C007,TextileWorld Inc,Textiles,"Dallas, TX",US-South,"New York, NY",US-East,Intermodal,PrimeMove Carriers,High-Value Goods,52504.7,53,2025-03-18,2025-03-29,11,In Transit,,2231.45,308.39,431.62,2971.46,0.0566,False,0
SHP-001490,C001,Acme Manufacturing,Automotive,"Louisville, KY",US-East,"San Francisco, CA",US-West,Rail,SwiftHaul Logistics,Hazardous Materials,158598.4,118,2024-05-21,2024-06-03,13,Delayed,,8944.95,1331.65,0,10276.6,0.0648,False,0
SHP-001491,C005,BuildRight Materials,Construction,"Los Angeles, CA",US-West,"San Francisco, CA",US-West,Intermodal,BlueWave Shipping,General Merchandise,34265.5,19,2025-04-23,2025-04-30,7,In Transit,,2549.35,330.62,452.42,3332.39,0.0973,False,0
SHP-001492,C004,MedSupply Corp,Healthcare,"Dallas, TX",US-South,"Boston, MA",US-East,Truck (LTL),IronRail Transport,Bulk Commodities,272.2,1,2025-07-27,2025-07-31,4,Delivered,True,35.41,3.4,0,38.81,0.1426,False,0
SHP-001493,C009,AgroFarm Supplies,Agriculture,"Chicago, IL",US-Midwest,"Toronto, ON",Canada,Intermodal,TransNational Freight,Hazardous Materials,54208.3,29,2025-02-11,,,Cancelled,,2515.27,343.2,0,2858.47,0.0527,False,0
SHP-001494,C010,QuickRetail Group,Retail,"Houston, TX",US-South,"Denver, CO",US-West,Truck (FTL),SkyBridge Air Cargo,High-Value Goods,5941.3,3,2024-01-31,2024-02-01,1,Delivered,True,278.05,37.86,229.14,545.05,0.0917,False,0
SHP-001495,C003,FreshHarvest Foods,Food & Beverage,"Newark, NJ",US-East,"San Francisco, CA",US-West,Air Freight,Continental Express,Refrigerated Goods,493.4,1,2024-01-12,2024-01-14,2,Delivered,True,275.66,46.99,357.67,680.32,1.3788,False,0
SHP-001496,C006,PetroChem Industries,Chemicals,"Newark, NJ",US-East,"Monterrey, MX",Mexico,Ocean,SkyBridge Air Cargo,Fragile Items,365449.0,280,2024-05-27,2024-07-08,42,Delivered,True,14289.06,1579.6,0,15868.66,0.0434,False,0
SHP-001497,C011,PackLogic Systems,Packaging,"Atlanta, GA",US-South,"Detroit, MI",US-Midwest,Truck (FTL),TransNational Freight,Machinery & Equipment,18315.9,15,2024-07-28,2024-08-03,6,Delivered,True,741.79,96.38,312.96,1151.13,0.0628,False,0
SHP-001498,C005,BuildRight Materials,Construction,"Newark, NJ",US-East,"Phoenix, AZ",US-West,Air Freight,Continental Express,Refrigerated Goods,4995.9,3,2024-04-13,2024-04-16,3,Delivered,True,7841.07,755.24,0,8596.31,1.7207,False,0
SHP-001499,C011,PackLogic Systems,Packaging,"Houston, TX",US-South,"Detroit, MI",US-Midwest,Intermodal,SwiftHaul Logistics,Finished Products,69311.3,35,2025-12-16,2025-12-26,10,Delivered,True,4519.1,536.61,0,5055.71,0.0729,False,0
SHP-001500,C005,BuildRight Materials,Construction,"Chicago, IL",US-Midwest,"Nashville, TN",US-South,Intermodal,Continental Express,Finished Products,45744.6,28,2025-04-23,2025-04-28,5,Delivered,True,3302.76,525.17,0,3827.93,0.0837,False,0
SHP-001501,C011,PackLogic Systems,Packaging,"Newark, NJ",US-East,"Phoenix, AZ",US-West,Truck (FTL),SwiftHaul Logistics,High-Value Goods,37251.1,31,2024-05-08,2024-05-10,2,Delivered,True,2395.25,327.1,486.78,3209.13,0.0861,False,0
SHP-001502,C004,MedSupply Corp,Healthcare,"Atlanta, GA",US-South,"New York, NY",US-East,Rail,Continental Express,High-Value Goods,47424.9,28,2024-09-15,2024-09-29,14,In Transit,,1157.17,102.63,216.41,1476.21,0.0311,False,0
SHP-001503,C006,PetroChem Industries,Chemicals,"Atlanta, GA",US-South,"Nashville, TN",US-South,Truck (LTL),SwiftHaul Logistics,High-Value Goods,6940.5,4,2024-05-06,2024-05-14,8,Delayed,,1500.54,216.5,0,1717.04,0.2474,False,0
SHP-001504,C009,AgroFarm Supplies,Agriculture,"Chicago, IL",US-Midwest,"Portland, OR",US-West,Truck (LTL),Pacific Route Lines,Oversized Load,8586.0,6,2025-08-23,2025-08-29,6,Delivered,True,1312.8,145.29,0,1458.09,0.1698,False,0
SHP-001505,C013,PharmaDist Inc,Pharmaceuticals,"Houston, TX",US-South,"Vancouver, BC",Canada,Truck (FTL),Heartland Trucking,Finished Products,28467.5,15,2024-01-19,2024-01-22,3,Delivered,True,2095.21,172.48,129.84,2397.53,0.0842,False,0
SHP-001506,C001,Acme Manufacturing,Automotive,"Houston, TX",US-South,"Miami, FL",US-South,Truck (LTL),PrimeMove Carriers,Fragile Items,6599.5,3,2024-01-31,2024-02-03,3,Delivered,True,840.78,134.7,0,975.48,0.1478,False,0
SHP-001507,C010,QuickRetail Group,Retail,"Louisville, KY",US-East,"Detroit, MI",US-Midwest,Truck (FTL),IronRail Transport,Raw Materials,9019.2,9,2024-02-29,2024-03-02,2,Delivered,True,887.49,148.41,0,1035.9,0.1149,False,0
SHP-001508,C004,MedSupply Corp,Healthcare,"Chicago, IL",US-Midwest,"Nashville, TN",US-South,Intermodal,Heartland Trucking,Machinery & Equipment,52307.4,45,2024-01-14,2024-01-21,7,In Transit,,4074.75,358.65,16.22,4449.62,0.0851,False,0
SHP-001509,C014,AutoParts Direct,Automotive,"Chicago, IL",US-Midwest,"Denver, CO",US-West,Truck (FTL),Pacific Route Lines,Refrigerated Goods,37905.4,22,2024-04-17,2024-04-23,6,In Transit,,3828.45,518.67,0,4347.12,0.1147,False,0
SHP-001510,C003,FreshHarvest Foods,Food & Beverage,"Seattle, WA",US-West,"Toronto, ON",Canada,Ocean,Apex Freight Solutions,General Merchandise,258590.1,135,2025-06-20,2025-07-28,38,Delayed,,3361.67,486.77,318.07,4166.51,0.0161,False,0
SHP-001511,C002,GlobalTech Solutions,Electronics,"Newark, NJ",US-East,"Minneapolis, MN",US-Midwest,Rail,IronRail Transport,Bulk Commodities,49816.7,34,2025-06-25,2025-07-07,12,In Transit,,1235.45,157.22,0,1392.67,0.028,True,860.49
SHP-001512,C008,SteelForge Ltd,Metals,"Columbus, OH",US-Midwest,"Monterrey, MX",Mexico,Truck (FTL),IronRail Transport,Raw Materials,42819.7,21,2025-09-22,2025-09-26,4,Delivered,True,2076.76,171.85,55.53,2304.14,0.0538,False,0
SHP-001513,C015,ColdChain Express,Food & Beverage,"Newark, NJ",US-East,"Toronto, ON",Canada,Air Freight,Apex Freight Solutions,High-Value Goods,2431.6,1,2024-02-11,2024-02-13,2,Delivered,True,4984.29,665.64,418.75,6068.68,2.4958,False,0
SHP-001514,C002,GlobalTech Solutions,Electronics,"Los Angeles, CA",US-West,"San Francisco, CA",US-West,Rail,Heartland Trucking,General Merchandise,150103.1,94,2024-02-02,2024-02-09,7,Delayed,,6304.33,998.84,485.14,7788.31,0.0519,False,0
SHP-001515,C005,BuildRight Materials,Construction,"Newark, NJ",US-East,"Monterrey, MX",Mexico,Truck (LTL),IronRail Transport,High-Value Goods,1706.5,1,2025-01-28,2025-02-05,8,Delivered,True,375.6,44.72,0,420.32,0.2463,False,0
SHP-001516,C005,BuildRight Materials,Construction,"Dallas, TX",US-South,"Toronto, ON",Canada,Intermodal,SwiftHaul Logistics,High-Value Goods,40973.9,25,2025-08-14,,,Cancelled,,2626.43,227.53,59.2,2913.16,0.0711,False,0
SHP-001517,C003,FreshHarvest Foods,Food & Beverage,"Chicago, IL",US-Midwest,"Phoenix, AZ",US-West,Truck (FTL),TransNational Freight,High-Value Goods,37938.1,19,2025-01-07,2025-01-08,1,Delivered,True,2697.4,216.98,108.79,3023.17,0.0797,False,0
SHP-001518,C011,PackLogic Systems,Packaging,"Louisville, KY",US-East,"Monterrey, MX",Mexico,Rail,BlueWave Shipping,Fragile Items,58138.6,40,2024-05-20,,,Cancelled,,2901.12,264.73,111.07,3276.92,0.0564,False,0
SHP-001519,C002,GlobalTech Solutions,Electronics,"Newark, NJ",US-East,"New York, NY",US-East,Truck (FTL),SkyBridge Air Cargo,Refrigerated Goods,22003.5,23,2024-08-22,2024-08-25,3,Delayed,,2303.77,201.49,0,2505.26,0.1139,False,0
SHP-001520,C007,TextileWorld Inc,Textiles,"Memphis, TN",US-South,"Vancouver, BC",Canada,Rail,Heartland Trucking,High-Value Goods,72344.3,49,2024-12-03,2024-12-14,11,Delayed,,3508.7,366.68,467.86,4343.24,0.06,False,0
SHP-001521,C006,PetroChem Industries,Chemicals,"Los Angeles, CA",US-West,"Miami, FL",US-South,Rail,Pacific Route Lines,High-Value Goods,158367.3,115,2024-05-05,2024-05-15,10,Delivered,True,4149.22,541.71,393.62,5084.55,0.0321,False,0
SHP-001522,C006,PetroChem Industries,Chemicals,"Chicago, IL",US-Midwest,"San Francisco, CA",US-West,Air Freight,TransNational Freight,Raw Materials,1681.1,1,2025-07-30,2025-08-01,2,Delivered,True,1171.73,121.18,0,1292.91,0.7691,False,0
SHP-001523,C005,BuildRight Materials,Construction,"Houston, TX",US-South,"Detroit, MI",US-Midwest,Ocean,SwiftHaul Logistics,Machinery & Equipment,88780.3,51,2024-10-26,2024-12-06,41,Delivered,True,2840.97,232.64,0,3073.61,0.0346,False,0
SHP-001524,C006,PetroChem Industries,Chemicals,"Atlanta, GA",US-South,"Detroit, MI",US-Midwest,Intermodal,Pacific Route Lines,Hazardous Materials,35067.2,37,2025-05-27,2025-06-07,11,Delivered,True,1827.0,151.15,0,1978.15,0.0564,False,0
SHP-001525,C005,BuildRight Materials,Construction,"Memphis, TN",US-South,"Portland, OR",US-West,Ocean,IronRail Transport,Raw Materials,364103.4,195,2024-08-21,2024-09-07,17,Delayed,,6007.71,773.0,0,6780.71,0.0186,False,0
SHP-001526,C002,GlobalTech Solutions,Electronics,"Atlanta, GA",US-South,"Portland, OR",US-West,Rail,Pacific Route Lines,Hazardous Materials,28965.9,14,2025-06-24,2025-07-05,11,Delivered,True,1231.05,139.4,197.21,1567.66,0.0541,False,0
SHP-001527,C003,FreshHarvest Foods,Food & Beverage,"Louisville, KY",US-East,"Portland, OR",US-West,Rail,SwiftHaul Logistics,Raw Materials,97149.9,50,2024-05-27,2024-06-08,12,Delivered,True,2467.61,307.3,341.6,3116.51,0.0321,False,0
SHP-001528,C012,EnergyFlow Corp,Energy,"Newark, NJ",US-East,"Phoenix, AZ",US-West,Truck (LTL),Heartland Trucking,High-Value Goods,4233.9,2,2025-06-25,2025-07-03,8,Delivered,True,438.21,61.51,0,499.72,0.118,False,0
SHP-001529,C010,QuickRetail Group,Retail,"Los Angeles, CA",US-West,"Detroit, MI",US-Midwest,Ocean,SwiftHaul Logistics,Fragile Items,460076.0,264,2025-12-11,2026-01-15,35,In Transit,,11823.95,1411.05,88.18,13323.18,0.029,False,0
SHP-001530,C005,BuildRight Materials,Construction,"Los Angeles, CA",US-West,"Phoenix, AZ",US-West,Truck (FTL),Heartland Trucking,Machinery & Equipment,10791.6,5,2024-12-01,,,Cancelled,,604.33,73.61,0,677.94,0.0628,False,0
